paragraph_id,doc_id,paragraph_number,paragraph_hash,source,institution,doc_type,date,year,title,url,celex,language,paragraph_text,paragraph_model,paragraph_nchar,paragraph_n_words,innovation_emphasis,rights_emphasis,rights_substance,coder_notes
c72d8f4f6cab8324_p00011,c72d8f4f6cab8324,11,efc13efe6837daed,enisa,ENISA,Discovered URL,NA,NA,Cybersecurity of Critical Sectors (49),https://www.enisa.europa.eu/publications?f%5B0%5D=topics%3A528,NA,EN,"The report provides an overview of the current supply chain cybersecurity practices followed by essential and important entities in the EU, based on the results of a 2022 ENISA study which focused on investments of cybersecurity budgets among…",the report provides an overview of the current supply chain cybersecurity practices followed by essential and important entities in the eu based on the results of a enisa study which focused on investments of cybersecurity budgets among,243,38,NA,NA,NA,NA
c72d8f4f6cab8324_p00012,c72d8f4f6cab8324,12,908f0c2c82a5a859,enisa,ENISA,Discovered URL,NA,NA,Cybersecurity of Critical Sectors (49),https://www.enisa.europa.eu/publications?f%5B0%5D=topics%3A528,NA,EN,"This report allows better assessment of the reality that artificial intelligence brings its own set of threats, which consequently insists on the search for new security measures to counter them. Finally, it should be noted that this guide…",this report allows better assessment of the reality that artificial intelligence brings its own set of threats which consequently insists on the search for new security measures to counter them finally it should be noted that this guide,240,38,NA,NA,NA,NA
dd1ed82b92acb8ce_p00001,dd1ed82b92acb8ce,1,f7816645f05b3b31,ec,European Commission,Discovered URL,NA,NA,AI Factories and gigafactories,https://digital-strategy.ec.europa.eu/en/policies/ai-factories,NA,EN,"Bridging AI Innovation and Trust AI Factories are dynamic ecosystems that foster innovation, collaboration, and development in the field of artificial intelligence (AI). They bring together computing power, data, and talent to create cutting-edge AI models and applications. They foster collaboration across Europe, linking supercomputing centres, universities, small and medium sized enterprises (SMEs), industry, and financial actors. AI Factories serve as hubs driving advancements in AI applications across various sectors such as health, manufacturing, climate, finance, space, and more. The Commission has identified the establishment of AI Factories as a strategic priority, as announced in the 2024 AI Innovation Package. The AI Continent Action Plan reinforces EU investment in AI Factories. Currently, 19 AI Factories and 13 Antennas (associated to AI-optimised supercomputers in existing AI Factories) are operational, enabling the pan-EU AI ecosystem and promoting growth by prioritising access for AI startups and SMEs. In this context, at least 9 new AI optimised supercomputers will be procured and deployed across the EU. This will more than triple the current EuroHPC AI computing capacity. The EuroHPC Joint Undertaking (JU) provides access to the computing time and support services offered by the EuroHPC AI Factories. The AI Factories are open to European users from various sectors, including industry, research, academia and public authorities. In addition, to propel Europe to the forefront of AI development, the InvestAI Facility will comprise a new European fund of €20 billion to create up to 5 AI Gigafactories. The InvestAI Facility will foster public-private partnerships to guarantee a secure investment landscape and nurture a competitive and innovative AI ecosystem within Europe. AI Gigafactories are large-scale facilities dedicated to the development and training of next-generation AI models containing trillions of parameters. To achieve this, AI Gigafactories will bring together computing power – over 100,000 advanced AI processors – and a strong emphasis on power capacity, reliable supply chains, advanced networking, energy efficiency, and AI-driven automation. List of AI Factories",bridging ai innovation and trust ai factories are dynamic ecosystems that foster innovation collaboration and development in the field of artificial intelligence ai they bring together computing power data and talent to create cutting edge ai models and applications they foster collaboration across europe linking supercomputing centres universities small and medium sized enterprises smes industry and financial actors ai factories serve as hubs driving advancements in ai applications across various sectors such as health manufacturing climate finance space and more the commission has identified the establishment of ai factories as a strategic priority as announced in the ai innovation package the ai continent action plan reinforces eu investment in ai factories currently ai factories and antennas associated to ai optimised supercomputers in existing ai factories are operational enabling the pan eu ai ecosystem and promoting growth by prioritising access for ai startups and smes in this context at least new ai optimised supercomputers will be procured and deployed across the eu this will more than triple the current eurohpc ai computing capacity the eurohpc joint undertaking ju provides access to the computing time and support services offered by the eurohpc ai factories the ai factories are open to european users from various sectors including industry research academia and public authorities in addition to propel europe to the forefront of ai development the investai facility will comprise a new european fund of billion to create up to ai gigafactories the investai facility will foster public private partnerships to guarantee a secure investment landscape and nurture a competitive and innovative ai ecosystem within europe ai gigafactories are large scale facilities dedicated to the development and training of next generation ai models containing trillions of parameters to achieve this ai gigafactories will bring together computing power over advanced ai processors and a strong emphasis on power capacity reliable supply chains advanced networking energy efficiency and ai driven automation list of ai factories,2227,321,NA,NA,NA,NA
dd1ed82b92acb8ce_p00002,dd1ed82b92acb8ce,2,87b148919212a95f,ec,European Commission,Discovered URL,NA,NA,AI Factories and gigafactories,https://digital-strategy.ec.europa.eu/en/policies/ai-factories,NA,EN,AT:AI (Austria) JAIF (Germany) Meluxina-AI (Luxembourg) 1HealthAI (Spain) BRAIN++ (Bulgaria) HammerHAI (Germany) PIAST AIF (Poland) BSC AIF (Spain) CZAI (Czechia) Pharos (Greece) Gaia AI (Poland) SLAIF (Slovenia) LUMI AIF (Finland) IT4LIA (Italy) NLAIF (The Netherlands) MIMER (Sweden) AI2F (France) LitAI (Lithuania) RO AI (Romania),at ai austria jaif germany meluxina ai luxembourg healthai spain brain bulgaria hammerhai germany piast aif poland bsc aif spain czai czechia pharos greece gaia ai poland slaif slovenia lumi aif finland it lia italy nlaif the netherlands mimer sweden ai f france litai lithuania ro ai romania,333,44,NA,NA,NA,NA
dd1ed82b92acb8ce_p00003,dd1ed82b92acb8ce,3,ab29331ba9973514,ec,European Commission,Discovered URL,NA,NA,AI Factories and gigafactories,https://digital-strategy.ec.europa.eu/en/policies/ai-factories,NA,EN,"Background The January 2024 package of measures is supporting European startups and SMEs in the development of trustworthy AI that respects EU values and rules. This is in line with the AI Act which supports the development, deployment and take-up of trustworthy AI in the EU. This package was designed to support AI startups and innovation. It proposed an amendment to the EuroHPC Regulation enabling the establishment of AI factories. The EuroHPC infrastructure became accessible to AI-optimised supercomputers to startups and the broader innovation community. In December 2024, the EuroHPC JU selected seven consortia to establish the first AI Factories across Europe, marking a significant step towards the creation of a robust AI ecosystem. The seven AI Factories involve 15 Member States and 2 EuroHPC Participating States. These will be deployed next year across Europe: in Finland, Germany, Greece, Italy, Luxembourg, Spain and Sweden. In March 2025, the EuroHPC JU announced the selection of another 6 AI Factories located in Austria, Bulgaria, France, Germany, Poland, and Slovenia. In October 2025, the EuroHPC JU announced the launch of 6 AI Factories, located in the Czech Republic, Lithuania, the Netherlands, Romania, Spain and Poland. Alongside those, 13 AI Factory Antennas were selected in 7 Member States: Belgium, Cyprus, Hungary, Ireland, Latvia, Malta, and Slovakia, but also in partner countries, namely Iceland, Moldova, North Macedonia, Serbia, Switzerland, and the United Kingdom. The AI Factories will be networked together and connected to other major AI support initiatives, such as the Testing and Experimentation Facilities, offering dedicated resources for testing AI solutions, and the network of European Digital Innovation Hubs. Over the 2021-2027 period, the Commission’s and Member States’ and Associated Countries’ overall investments in supercomputing infrastructures and AI Factories in the EU will reach €10 billion through the EuroHPC JU. The European AI Office collaborates closely with the EuroHPC JU and key stakeholders to coordinate actions and combine resources, encouraging investment in the development, refinement, and integration of advanced AI models into key applications.",background the january package of measures is supporting european startups and smes in the development of trustworthy ai that respects eu values and rules this is in line with the ai act which supports the development deployment and take up of trustworthy ai in the eu this package was designed to support ai startups and innovation it proposed an amendment to the eurohpc regulation enabling the establishment of ai factories the eurohpc infrastructure became accessible to ai optimised supercomputers to startups and the broader innovation community in december the eurohpc ju selected seven consortia to establish the first ai factories across europe marking a significant step towards the creation of a robust ai ecosystem the seven ai factories involve member states and eurohpc participating states these will be deployed next year across europe in finland germany greece italy luxembourg spain and sweden in march the eurohpc ju announced the selection of another ai factories located in austria bulgaria france germany poland and slovenia in october the eurohpc ju announced the launch of ai factories located in the czech republic lithuania the netherlands romania spain and poland alongside those ai factory antennas were selected in member states belgium cyprus hungary ireland latvia malta and slovakia but also in partner countries namely iceland moldova north macedonia serbia switzerland and the united kingdom the ai factories will be networked together and connected to other major ai support initiatives such as the testing and experimentation facilities offering dedicated resources for testing ai solutions and the network of european digital innovation hubs over the period the commission s and member states and associated countries overall investments in supercomputing infrastructures and ai factories in the eu will reach billion through the eurohpc ju the european ai office collaborates closely with the eurohpc ju and key stakeholders to coordinate actions and combine resources encouraging investment in the development refinement and integration of advanced ai models into key applications,2226,330,NA,NA,NA,NA
dd1ed82b92acb8ce_p00004,dd1ed82b92acb8ce,4,e81b0d1348172ca6,ec,European Commission,Discovered URL,NA,NA,AI Factories and gigafactories,https://digital-strategy.ec.europa.eu/en/policies/ai-factories,NA,EN,Europe is transforming into the AI continent by fostering the development and uptake of new AI applications while ensuring that AI remains safe and respect EU values.,europe is transforming into the ai continent by fostering the development and uptake of new ai applications while ensuring that ai remains safe and respect eu values,166,27,NA,NA,NA,NA
229c31839cfaea12_p00001,229c31839cfaea12,1,a9efbb28f8959df1,edpb,European Data Protection Board,Discovered URL,2026-01-01,2026,"EDPB brings clarity to data processing for scientific research, speeds up the finalisation of the anonymisation guidelines and approves first European data protection seal as a tool for transfers",https://www.edpb.europa.eu/news/news/2026/edpb-brings-clarity-data-processing-scientific-research-speeds-finalisation_en,NA,EN,"Brussels, 16 April – During its latest plenary, the EDPB has adopted Guidelines on processing of personal data for scientific research purposes. In addition, the Board has created a team to speed up the finalisation of the guidelines on anonymisation. The EDPB has also adopted two opinions on the two sets of the Europrivacy certification criteria for approval as European Data Protection Seals, one of which to be used as a tool for transfers. Many areas of scientific research rely on the processing of individuals’ personal data, and this has driven significant scientific breakthroughs that benefit society. The rise of new technologies, such as artificial intelligence, also contributes to scientific progress by enabling researchers to use and analyse data in innovative ways. The main objective of the EDPB guidelines on scientific research is to provide more clarity for researchers and make GDPR compliance easier, while ensuring the protection of individuals’ fundamental rights. “Scientific research can drive societal progress and improve our daily lives. Our guidelines facilitate innovative research by helping researchers to navigate the GDPR. The EDPB is committed to supporting the scientific community and unlocking the full potential of scientific research in the EU while upholding data protection rights."" EDPB Chair, Anu Talus",brussels april during its latest plenary the edpb has adopted guidelines on processing of personal data for scientific research purposes in addition the board has created a team to speed up the finalisation of the guidelines on anonymisation the edpb has also adopted two opinions on the two sets of the europrivacy certification criteria for approval as european data protection seals one of which to be used as a tool for transfers many areas of scientific research rely on the processing of individuals personal data and this has driven significant scientific breakthroughs that benefit society the rise of new technologies such as artificial intelligence also contributes to scientific progress by enabling researchers to use and analyse data in innovative ways the main objective of the edpb guidelines on scientific research is to provide more clarity for researchers and make gdpr compliance easier while ensuring the protection of individuals fundamental rights scientific research can drive societal progress and improve our daily lives our guidelines facilitate innovative research by helping researchers to navigate the gdpr the edpb is committed to supporting the scientific community and unlocking the full potential of scientific research in the eu while upholding data protection rights edpb chair anu talus,1349,204,NA,NA,NA,NA
229c31839cfaea12_p00002,229c31839cfaea12,2,05523d890c9bb628,edpb,European Data Protection Board,Discovered URL,2026-01-01,2026,"EDPB brings clarity to data processing for scientific research, speeds up the finalisation of the anonymisation guidelines and approves first European data protection seal as a tool for transfers",https://www.edpb.europa.eu/news/news/2026/edpb-brings-clarity-data-processing-scientific-research-speeds-finalisation_en,NA,EN,"In its guidelines, the Board provides clarifications on the concept of ‘scientific research’. To determine if the processing takes place for scientific research purposes in the meaning of the GDPR, the Board provides six key-indicative factors that should be considered, in addition to the nature, scope, context and purposes of processing. These are: 1) methodical and systematic approach, 2) adherence to ethical standard, 3) verifiability and transparency, 4) autonomy and independence, 5) objectives of the research, and 6) potential to contribute to existing scientific knowledge or apply existing knowledge in novel ways. If the research activities meet these six factors, they can be presumed to constitute scientific research. Otherwise, the controller should justify and be able to demonstrate why the activities should be considered scientific research, within the meaning of the GDPR. Further processing for scientific research purposes is presumed to be compatible with the initial purpose for collecting individuals’ personal data. Therefore, controllers are not obliged to do the purpose compatibility test under the GDPR to determine if the new processing is compatible with the original purpose of collection. However, controllers must still make sure that the legal basis of the initial processing is also suitable for the further processing of personal data for scientific research purposes. Controllers can rely on “broad consent” where the purposes of research are not fully known at the time of collecting the personal data. In this case, researchers should respect ethical standards for scientific research and put additional safeguards in place to compensate for the lack of purpose specification. Controllers can also ask individuals to consent to different individual research projects separately, as soon as the purposes of those projects become known (dynamic consent). A combination of both broad and dynamic consent is also possible. In addition, the EDPB clarifies rights of individuals when their personal data are processed for scientific purposes. This includes the rights to erasure and object for which limitations may apply when personal data are processed for scientific research purposes. The Board provides examples to explain when the right to erasure can be considered likely to render impossible or seriously impair the objective of conducting scientific research.",in its guidelines the board provides clarifications on the concept of scientific research to determine if the processing takes place for scientific research purposes in the meaning of the gdpr the board provides six key indicative factors that should be considered in addition to the nature scope context and purposes of processing these are methodical and systematic approach adherence to ethical standard verifiability and transparency autonomy and independence objectives of the research and potential to contribute to existing scientific knowledge or apply existing knowledge in novel ways if the research activities meet these six factors they can be presumed to constitute scientific research otherwise the controller should justify and be able to demonstrate why the activities should be considered scientific research within the meaning of the gdpr further processing for scientific research purposes is presumed to be compatible with the initial purpose for collecting individuals personal data therefore controllers are not obliged to do the purpose compatibility test under the gdpr to determine if the new processing is compatible with the original purpose of collection however controllers must still make sure that the legal basis of the initial processing is also suitable for the further processing of personal data for scientific research purposes controllers can rely on broad consent where the purposes of research are not fully known at the time of collecting the personal data in this case researchers should respect ethical standards for scientific research and put additional safeguards in place to compensate for the lack of purpose specification controllers can also ask individuals to consent to different individual research projects separately as soon as the purposes of those projects become known dynamic consent a combination of both broad and dynamic consent is also possible in addition the edpb clarifies rights of individuals when their personal data are processed for scientific purposes this includes the rights to erasure and object for which limitations may apply when personal data are processed for scientific research purposes the board provides examples to explain when the right to erasure can be considered likely to render impossible or seriously impair the objective of conducting scientific research,2406,358,NA,NA,NA,NA
229c31839cfaea12_p00003,229c31839cfaea12,3,6202849786337871,edpb,European Data Protection Board,Discovered URL,2026-01-01,2026,"EDPB brings clarity to data processing for scientific research, speeds up the finalisation of the anonymisation guidelines and approves first European data protection seal as a tool for transfers",https://www.edpb.europa.eu/news/news/2026/edpb-brings-clarity-data-processing-scientific-research-speeds-finalisation_en,NA,EN,"The EDPB also explains when controllers may reject an individuals’ objection to the processing of their personal data for scientific research purposes. This can be the case when processing is necessary for the performance of a task carried out for reasons of public interest. The Board recalls that when several entities are involved in the processing of personal data for scientific research purposes, it is necessary to assess and document how responsibilities are allocated among the entities. In this regard, the Guidelines provide useful examples to clarify in which situations entities can qualify as controller, joint controllers or processor. Finally, the Board explains how controllers can assess the appropriate technical and organisational measures, such as anonymisation or pseudonymisation, when processing personal data for scientific research purposes. The EDPB provides examples of other safeguards that could be implemented depending on the risks posed by the research activities carried out. These include independent or ethical oversight, secure processing environments, privacy enhancing technologies, protective measures for publication of research results, confidentiality arrangements, and conditions for further use. The guidelines will be subject to public consultation until 25 June, providing stakeholders with the opportunity to comment and provide feedback. A “sprint team” to finalise the work on anonymisation To speed up the finalisation of the upcoming guidelines on anonymisation, the Board created a dedicated ""sprint team"" that will complete the work by the summer. Europrivacy opinions The EDPB adopted an Opinion approving the updated set of Europrivacy certification criteria as European Data Protection Seal* pursuant to Art. 42 (5) GDPR. The Board had first approved the Europrivacy certification criteria on 10 October 2022 as the first European Data Protection Seal through the EDPB Opinion 28/2022. The scope of the Europrivacy certification scheme has been extended to include controllers and processors established outside Europe who are subject to Art. 3(2) GDPR, either because they provide goods or services to individuals in Europe or because they monitor their behaviour. In addition, for the first time, the Board adopted an Opinion recognising the Europrivacy certification criteria as European Data Protection Seal to be used as a tool for transfers in accordance with Art. 42 and 46 GDPR.",the edpb also explains when controllers may reject an individuals objection to the processing of their personal data for scientific research purposes this can be the case when processing is necessary for the performance of a task carried out for reasons of public interest the board recalls that when several entities are involved in the processing of personal data for scientific research purposes it is necessary to assess and document how responsibilities are allocated among the entities in this regard the guidelines provide useful examples to clarify in which situations entities can qualify as controller joint controllers or processor finally the board explains how controllers can assess the appropriate technical and organisational measures such as anonymisation or pseudonymisation when processing personal data for scientific research purposes the edpb provides examples of other safeguards that could be implemented depending on the risks posed by the research activities carried out these include independent or ethical oversight secure processing environments privacy enhancing technologies protective measures for publication of research results confidentiality arrangements and conditions for further use the guidelines will be subject to public consultation until june providing stakeholders with the opportunity to comment and provide feedback a sprint team to finalise the work on anonymisation to speed up the finalisation of the upcoming guidelines on anonymisation the board created a dedicated sprint team that will complete the work by the summer europrivacy opinions the edpb adopted an opinion approving the updated set of europrivacy certification criteria as european data protection seal pursuant to art gdpr the board had first approved the europrivacy certification criteria on october as the first european data protection seal through the edpb opinion the scope of the europrivacy certification scheme has been extended to include controllers and processors established outside europe who are subject to art gdpr either because they provide goods or services to individuals in europe or because they monitor their behaviour in addition for the first time the board adopted an opinion recognising the europrivacy certification criteria as european data protection seal to be used as a tool for transfers in accordance with art and gdpr,2443,360,NA,NA,NA,NA
229c31839cfaea12_p00004,229c31839cfaea12,4,359340fd0c187945,edpb,European Data Protection Board,Discovered URL,2026-01-01,2026,"EDPB brings clarity to data processing for scientific research, speeds up the finalisation of the anonymisation guidelines and approves first European data protection seal as a tool for transfers",https://www.edpb.europa.eu/news/news/2026/edpb-brings-clarity-data-processing-scientific-research-speeds-finalisation_en,NA,EN,"Data importers outside Europe who are not subject to the GDPR can now apply to the Europrivacy certification scheme for the transfers of data they receive. This certification will facilitate the fulfillment of the obligation of the controllers and processors in Europe to demonstrate that they provide appropriate safeguards for personal data transfers to third countries or international organisations. These approvals bring further light on the GDPR certification mechanisms, confirming their key role as GDPR compliance tool.",data importers outside europe who are not subject to the gdpr can now apply to the europrivacy certification scheme for the transfers of data they receive this certification will facilitate the fulfillment of the obligation of the controllers and processors in europe to demonstrate that they provide appropriate safeguards for personal data transfers to third countries or international organisations these approvals bring further light on the gdpr certification mechanisms confirming their key role as gdpr compliance tool,528,77,NA,NA,NA,NA
229c31839cfaea12_p00005,229c31839cfaea12,5,26f5faa620ca82c0,edpb,European Data Protection Board,Discovered URL,2026-01-01,2026,"EDPB brings clarity to data processing for scientific research, speeds up the finalisation of the anonymisation guidelines and approves first European data protection seal as a tool for transfers",https://www.edpb.europa.eu/news/news/2026/edpb-brings-clarity-data-processing-scientific-research-speeds-finalisation_en,NA,EN,Note to editors *The European Data Protection Seal is a GDPR-certification mechanism recognised all over Europe. The Seal must satisfy specific criteria approved by the EDPB and must be granted by a certification body accredited under Art. 43 GDPR to prove compliance with GDPR standards.,note to editors the european data protection seal is a gdpr certification mechanism recognised all over europe the seal must satisfy specific criteria approved by the edpb and must be granted by a certification body accredited under art gdpr to prove compliance with gdpr standards,288,45,NA,NA,NA,NA
3e46e2df425e312b_p00001,3e46e2df425e312b,1,2d28a2bf32f204c1,ec,European Commission,Discovered URL,2025-07-01,2025,AI Act Service Desk,https://ai-act-service-desk.ec.europa.eu/en,NA,EN,"The AI Act, which entered into force on 1 August 2024, creates a single market and harmonised rules for trustworthy AI in the EU. It aims to promote innovation and uptake of AI, while addressing potential risks to people’s health, safety, and fundamental rights and safeguarding democracy and the rule of law. The adoption of the AI Act marks a major milestone for the EU, and ensuring its effective implementation is now a key priority for the Commission. The Single Information Platform, as foreseen in the AI Act, provides online interactive tools to help stakeholders determine whether they are subject to legal obligations and understand the steps they need to take to comply. The Platform is part of the AI Act Service Desk, which has been launched as a central initiative to help stakeholders navigate the AI Act requirements. It serves as an accessible, up-to-date information hub offering clear guidance on the AI Act’s application. By supporting AI Act compliance, the AI Act Service Desk helps strengthen the European AI innovation ecosystem, serving the needs of startups and SMEs across the AI value chain.",the ai act which entered into force on august creates a single market and harmonised rules for trustworthy ai in the eu it aims to promote innovation and uptake of ai while addressing potential risks to people s health safety and fundamental rights and safeguarding democracy and the rule of law the adoption of the ai act marks a major milestone for the eu and ensuring its effective implementation is now a key priority for the commission the single information platform as foreseen in the ai act provides online interactive tools to help stakeholders determine whether they are subject to legal obligations and understand the steps they need to take to comply the platform is part of the ai act service desk which has been launched as a central initiative to help stakeholders navigate the ai act requirements it serves as an accessible up to date information hub offering clear guidance on the ai act s application by supporting ai act compliance the ai act service desk helps strengthen the european ai innovation ecosystem serving the needs of startups and smes across the ai value chain,1119,184,NA,NA,NA,NA
3e46e2df425e312b_p00002,3e46e2df425e312b,2,5127459ae99bc496,ec,European Commission,Discovered URL,2025-07-01,2025,AI Act Service Desk,https://ai-act-service-desk.ec.europa.eu/en,NA,EN,"AI Act ExplorerThe AI Act Explorer is an online tool designed to help users to browse through different chapters, annexes and recitals of the AI Act in an intuitive way.",ai act explorerthe ai act explorer is an online tool designed to help users to browse through different chapters annexes and recitals of the ai act in an intuitive way,169,30,NA,NA,NA,NA
3e46e2df425e312b_p00003,3e46e2df425e312b,3,337f438c966b1334,ec,European Commission,Discovered URL,2025-07-01,2025,AI Act Service Desk,https://ai-act-service-desk.ec.europa.eu/en,NA,EN,Compliance CheckerThe AI Act compliance checker is a tool that assists in evaluating whether AI systems and general-purpose AI models meet the requirements set by the AI Act.,compliance checkerthe ai act compliance checker is a tool that assists in evaluating whether ai systems and general purpose ai models meet the requirements set by the ai act,174,28,NA,NA,NA,NA
3e46e2df425e312b_p00004,3e46e2df425e312b,4,1b470bc570062650,ec,European Commission,Discovered URL,2025-07-01,2025,AI Act Service Desk,https://ai-act-service-desk.ec.europa.eu/en,NA,EN,AI Act Service DeskContact the AI Act Service Desk team whenever you need further assistance — including in your own language. The Service Desk enables stakeholders to submit questions about the AI Act and receive answers from a team of experts working in close cooperation with the EU AI Office.,ai act service deskcontact the ai act service desk team whenever you need further assistance including in your own language the service desk enables stakeholders to submit questions about the ai act and receive answers from a team of experts working in close cooperation with the eu ai office,296,50,NA,NA,NA,NA
3e46e2df425e312b_p00005,3e46e2df425e312b,5,19eaf31c752a251c,ec,European Commission,Discovered URL,2025-07-01,2025,AI Act Service Desk,https://ai-act-service-desk.ec.europa.eu/en,NA,EN,"Latest frequently asked questions Check out our latest FAQ, based on questions received during the AI Pact webinars and submissions from stakeholders See all FAQs",latest frequently asked questions check out our latest faq based on questions received during the ai pact webinars and submissions from stakeholders see all faqs,162,25,NA,NA,NA,NA
